ID,Name,Height,Weight,Age,Sex,Profession,Salary,Height_indicator,Weight_indicator
2010,Александров Феликс,175.0,54.0,42,м,врач,12000,True,False
2011,Буров Серафим,176.0,67.0,20,м,продавец,453000,False,False
2012,Воронцов Антон,172.0,55.0,40,м,инженер,487000,False,False
2013,Лаврентьев Семён,172.0,93.0,86,м,продавец,466000,False,False
2014,Казаков Федот,166.0,110.0,73,м,автослесарь,195000,False,False
2015,Смирнов Осип,189.0,102.0,79,м,продавец,61000,False,False
2016,Одинцов Филат,181.0,67.0,26,м,студент,389000,False,False
2017,Моисеев Кондрат,170.0,77.0,87,м,бухгалтер,70000,False,False
2018,Мухин Юлий,180.0,99.0,85,м,сантехник,493000,False,False
2019,Смирнов Никола,168.0,75.0,75,м,программист,487000,False,False
2020,Абрамов Ефим,185.0,86.0,89,м,программист,186000,False,False
2021,Трофимов Август,191.0,87.0,37,м,продавец,220000,False,False
2022,Хохлов Лукьян,172.0,67.0,49,м,программист,120000,False,False
2023,Терентьев Владимир,178.0,66.0,89,м,врач,24000,False,False
2024,Комиссаров Степан,165.0,85.0,39,м,инженер,215000,False,False
2025,Ильин Иеремия,173.0,87.0,44,м,продавец,70000,False,False
2026,Ковалёв Никодим,173.0,68.0,38,м,продавец,47000,False,True
2027,Пестов Август,187.0,53.0,44,м,сантехник,29000,False,False
2028,Егоров Влад,180.0,98.0,37,м,преподаватель,172000,False,False
2029,Козлов Самсон,189.0,67.0,73,м,продавец,469000,False,False
2030,Сорокин Ренат,179.0,105.0,55,м,инженер,485000,False,False
2031,Рябов Ярослав,167.0,96.0,81,м,автослесарь,456000,False,False
2032,Уваров Игнат,181.0,107.0,24,м,автослесарь,48000,False,False
2033,Лобанов Август,185.0,101.0,81,м,продавец,330000,False,False
2034,Мишин Еремей,191.0,101.0,44,м,студент,294000,False,False
2035,Филатов Матвей,184.0,114.0,67,м,студент,412000,False,False
2036,Костин Иеремия,168.0,92.0,78,м,врач,83000,False,False
2037,Туров Радий,180.0,83.0,49,м,сантехник,475000,False,False
2038,Бобылёв Севастьян,169.0,97.0,89,м,преподаватель,143000,False,False
2039,Егоров Чарли,166.0,51.0,24,м,автослесарь,78000,False,False
2040,Лазарев Святослав,167.0,90.0,58,м,бухгалтер,158000,False,False
2041,Мишин Семён,188.0,100.0,51,м,студент,449000,False,False
2042,Калашников Федот,174.0,90.0,33,м,преподаватель,463000,False,False
2043,Комиссаров Севастьян,167.0,83.0,24,м,программист,216000,False,False
2044,Носов Платон,172.0,119.0,76,м,бухгалтер,29000,False,False
2045,Сергеев Валерий,179.0,83.0,37,м,автослесарь,175000,False,False
2046,Гаврилов Зиновий,169.0,68.0,31,м,продавец,403000,False,True
2047,Фомичёв Руслан,193.0,119.0,84,м,автослесарь,480000,False,False
2048,Марков Зиновий,188.0,68.0,81,м,сантехник,13000,False,False
2049,Анисимов Мартин,181.0,109.0,34,м,сантехник,258000,False,False
2050,Панфилов Марк,175.0,51.0,67,м,сантехник,449000,True,False
2051,Капустин Константин,179.0,112.0,52,м,автослесарь,37000,False,False
2052,Александров Парамон,185.0,68.0,52,м,студент,124000,False,True
2053,Рожков Евдоким,190.0,82.0,77,м,инженер,447000,False,False
2054,Щукин Алексей,194.0,63.0,19,м,программист,437000,False,False
2055,Калашников Игорь,185.0,68.0,75,м,сантехник,405000,False,True
2056,Орехов Тимур,186.0,114.0,87,м,автослесарь,23000,False,False
2057,Лебедев Артём,165.0,67.0,80,м,сантехник,77000,False,False
2058,Никитин Ярослав,187.0,68.0,42,м,преподаватель,478000,False,False
2059,Ковалёв Дмитрий,181.0,79.0,84,м,продавец,385000,False,False
2060,Зыков Анфим,165.0,75.0,19,м,сантехник,93000,False,False
2061,Сергеев Марк,180.0,71.0,74,м,инженер,343000,False,False
2062,Дьячков Валентин,173.0,57.0,60,м,программист,236000,False,False
2063,Харитонов Вадим,180.0,92.0,81,м,автослесарь,261000,False,False
2064,Белов Прохор,179.0,52.0,24,м,автослесарь,12000,False,False
2065,Бобров Никодим,176.0,92.0,36,м,автослесарь,137000,False,False
2066,Кудрявцев Август,165.0,51.0,85,м,бухгалтер,86000,False,False
2067,Николаев Макар,191.0,60.0,73,м,бухгалтер,163000,False,False
2068,Гордеев Августин,191.0,100.0,89,м,студент,453000,False,False
2069,Юдин Ростислав,170.0,118.0,33,м,преподаватель,304000,False,False
2070,Данилов Бенедикт,175.0,51.0,65,м,преподаватель,41000,True,False
2071,Русаков Флор,169.0,103.0,69,м,продавец,314000,False,False
2072,Самойлов Константин,175.0,57.0,19,м,программист,280000,True,False
2073,Ефремов Еремей,175.0,85.0,88,м,сантехник,298000,False,False
2074,Тарасов Аполлинарий,185.0,92.0,80,м,врач,272000,False,False
2075,Бирюков Ян,185.0,107.0,27,м,программист,143000,False,False
2076,Воробьёв Геннадий,187.0,57.0,39,м,сантехник,141000,False,False
2077,Филиппов Георгий,171.0,92.0,88,м,продавец,23000,False,False
2078,Миронов Севастьян,186.0,79.0,36,м,преподаватель,271000,False,False
2079,Князев Харитон,179.0,62.0,71,м,автослесарь,409000,False,False
2080,Егоров Филимон,181.0,67.0,55,м,врач,226000,False,False
2081,Романов Юрий,169.0,94.0,74,м,студент,24000,False,False
2082,Щербаков Анастасий,193.0,77.0,56,м,бухгалтер,152000,False,False
2083,Быков Станислав,194.0,73.0,64,м,автослесарь,419000,False,False
2084,Филатов Никон,173.0,56.0,60,м,продавец,421000,False,False
2085,Воробьёв Данила,190.0,68.0,38,м,врач,464000,False,False
2086,Сысоев Аполлинарий,176.0,84.0,43,м,сантехник,168000,False,False
2087,Васильев Демьян,184.0,113.0,51,м,программист,209000,False,False
2088,Семёнов Анастасий,167.0,68.0,36,м,врач,180000,False,False
2089,Сазонов Егорий,172.0,110.0,61,м,программист,97000,False,False
2090,Лебедев Руслан,181.0,96.0,57,м,сантехник,282000,False,False
2091,Ильин Всеволод,172.0,58.0,68,м,сантехник,354000,False,False
2092,Кириллов Василий,174.0,111.0,82,м,инженер,426000,False,False
2093,Третьяков Марк,192.0,82.0,63,м,врач,397000,False,False
2094,Калинин Севастьян,174.0,103.0,87,м,продавец,462000,False,False
2095,Егоров Никодим,186.0,69.0,75,м,студент,382000,False,False
2096,Григорьев Радий,166.0,52.0,84,м,преподаватель,322000,False,False
2097,Цветков Антон,190.0,68.0,74,м,преподаватель,316000,False,True
2098,Дьячков Артемий,194.0,82.0,47,м,сантехник,27000,False,False
2099,Сысоев Даниил,183.0,59.0,65,м,автослесарь,150000,False,False
2100,Белов Станислав,180.0,68.0,54,м,сантехник,273000,False,True
2101,Пахомов Олег,192.0,62.0,58,м,сантехник,28000,False,False
2102,Поляков Виктор,187.0,86.0,31,м,продавец,140000,False,False
2103,Власов Вольдемар,188.0,105.0,18,м,программист,76000,False,False
2104,Ефимов Зорийй,175.0,60.0,38,м,бухгалтер,187000,False,False
2105,Комаров Антон,181.0,91.0,64,м,студент,280000,False,False
2106,Андреев Ринат,175.0,116.0,55,м,врач,171000,False,False
2107,Романов Данислав,175.0,113.0,70,м,инженер,257000,False,False
2108,Тихонов Вадим,175.0,108.0,55,м,преподаватель,316000,True,False
2109,Власов Болеслав,176.0,58.0,53,м,программист,11000,False,False
2110,Новиков Модест,170.0,62.0,70,м,преподаватель,150000,False,False
2111,Мартынов Арсений,172.0,112.0,49,м,продавец,337000,False,False
2112,Веселов Валентин,175.0,58.0,75,м,сантехник,316000,True,False
2113,Моисеев Остап,183.0,111.0,70,м,программист,371000,False,False
2114,Емельянов Клим,171.0,64.0,28,м,продавец,25000,False,False
2115,Григорьев Мирослав,176.0,54.0,40,м,продавец,349000,False,False
2116,Исаев Касьян,187.0,68.0,82,м,студент,394000,False,True
2117,Наумов Аполлон,183.0,72.0,22,м,инженер,439000,False,False
2118,Журавлёв Валерий,175.0,82.0,62,м,сантехник,254000,False,False
2119,Крылов Севастьян,166.0,110.0,27,м,студент,376000,False,False
2120,Гордеев Никанор,181.0,85.0,70,м,сантехник,90000,False,False
2121,Гуляев Эрик,167.0,89.0,36,м,инженер,108000,False,False
2122,Носков Зорийй,182.0,102.0,58,м,сантехник,166000,False,False
2123,Комаров Рустам,180.0,114.0,29,м,программист,46000,False,False
2124,Русаков Давыд,189.0,99.0,22,м,врач,79000,False,False
2125,Смирнов Ринат,175.0,100.0,32,м,инженер,266000,False,False
2126,Лихачёв Ярослав,175.0,111.0,20,м,бухгалтер,238000,False,False
2127,Дорофеев Степан,189.0,118.0,31,м,врач,46000,False,False
2128,Фомичёв Егор,190.0,57.0,58,м,преподаватель,333000,False,False
2129,Попов Григорий,180.0,69.0,47,м,студент,257000,False,False
2130,Семёнов Митрофан,189.0,95.0,76,м,автослесарь,119000,False,False
2131,Голубев Ян,165.0,54.0,48,м,инженер,249000,False,False
2132,Жуков Иван,175.0,113.0,77,м,сантехник,288000,False,False
2133,Лаврентьев Ефим,187.0,76.0,65,м,студент,444000,False,False
2134,Данилов Илья,171.0,74.0,42,м,инженер,142000,False,False
